reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.01,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.025,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.05,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.1,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.15,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.2,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.25,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.3,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.35,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.4,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.45,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.5,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.55,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.6,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.65,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.7,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.75,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.8,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.85,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.9,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.95,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.975,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,01,quantile,0.99,72
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.01,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.025,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.05,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.1,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.15,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.2,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.25,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.3,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.35,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.4,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.45,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.5,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.55,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.6,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.65,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.7,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.75,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.8,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.85,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.9,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.95,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.975,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,02,quantile,0.99,14
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.01,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.025,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.05,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.1,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.15,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.2,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.25,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.3,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.35,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.4,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.45,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.5,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.55,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.6,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.65,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.7,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.75,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.8,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.85,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.9,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.95,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.975,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,04,quantile,0.99,57
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.01,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.025,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.05,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.1,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.15,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.2,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.25,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.3,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.35,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.4,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.45,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.5,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.55,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.6,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.65,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.7,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.75,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.8,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.85,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.9,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.95,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.975,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,05,quantile,0.99,63
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.01,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.025,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.05,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.1,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.15,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.2,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.25,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.3,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.35,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.4,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.45,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.5,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.55,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.6,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.65,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.7,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.75,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.8,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.85,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.9,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.95,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.975,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,06,quantile,0.99,486
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.01,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.025,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.05,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.1,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.15,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.2,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.25,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.3,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.35,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.4,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.45,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.5,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.55,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.6,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.65,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.7,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.75,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.8,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.85,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.9,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.95,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.975,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,08,quantile,0.99,138
2026-02-07,-1,wk inc rsv hosp,2026-01-31,09,quantile,0.01,79
2026-02-07,-1,wk inc rsv hosp,2026-01-31,09,quantile,0.025,79
2026-02-07,-1,wk inc rsv hosp,2026-01-31,09,quantile,0.05,79
2026-02-07,-1,wk inc rsv hosp,2026-01-31,09,quantile,0.1,79
2026-02-07,-1,wk inc rsv hosp,2026-01-31,09,quantile,0.15,79
2026-02-07,-1,wk inc rsv hosp,2026-01-31,09,quantile,0.2,79
2026-02-07,-1,wk inc rsv hosp,2026-01-31,09,quantile,0.25,79
2026-02-07,-1,wk inc rsv hosp,2026-01-31,09,quantile,0.3,79
2026-02-07,-1,wk inc rsv hosp,2026-01-31,09,quantile,0.35,79
2026-02-07,-1,wk inc rsv hosp,2026-01-31,09,quantile,0.4,79
2026-02-07,-1,wk inc rsv hosp,2026-01-31,09,quantile,0.45,79
2026-02-07,-1,wk inc rsv hosp,2026-01-31,09,quantile,0.5,79
2026-02-07,-1,wk inc rsv hosp,2026-01-31,09,quantile,0.55,79
