reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.01,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.025,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.05,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.1,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.15,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.2,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.25,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.3,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.35,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.4,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.45,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.5,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.55,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.6,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.65,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.7,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.75,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.8,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.85,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.9,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.95,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.975,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,01,quantile,0.99,9
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.01,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.025,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.05,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.1,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.15,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.2,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.25,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.3,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.35,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.4,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.45,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.5,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.55,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.6,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.65,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.7,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.75,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.8,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.85,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.9,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.95,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.975,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,02,quantile,0.99,0
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.01,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.025,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.05,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.1,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.15,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.2,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.25,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.3,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.35,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.4,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.45,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.5,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.55,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.6,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.65,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.7,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.75,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.8,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.85,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.9,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.95,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.975,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,04,quantile,0.99,1
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.01,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.025,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.05,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.1,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.15,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.2,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.25,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.3,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.35,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.4,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.45,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.5,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.55,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.6,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.65,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.7,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.75,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.8,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.85,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.9,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.95,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.975,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,05,quantile,0.99,4
2025-09-27,-1,wk inc rsv hosp,2025-09-20,06,quantile,0.01,13
2025-09-27,-1,wk inc rsv hosp,2025-09-20,06,quantile,0.025,13
2025-09-27,-1,wk inc rsv hosp,2025-09-20,06,quantile,0.05,13
2025-09-27,-1,wk inc rsv hosp,2025-09-20,06,quantile,0.1,13
2025-09-27,-1,wk inc rsv hosp,2025-09-20,06,quantile,0.15,13
