reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.01,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.025,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.05,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.1,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.15,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.2,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.25,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.3,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.35,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.4,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.45,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.5,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.55,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.6,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.65,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.7,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.75,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.8,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.85,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.9,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.95,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.975,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,01,quantile,0.99,83
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.01,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.025,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.05,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.1,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.15,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.2,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.25,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.3,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.35,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.4,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.45,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.5,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.55,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.6,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.65,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.7,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.75,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.8,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.85,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.9,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.95,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.975,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,02,quantile,0.99,2
2025-12-20,-1,wk inc rsv hosp,2025-12-13,04,quantile,0.01,8
2025-12-20,-1,wk inc rsv hosp,2025-12-13,04,quantile,0.025,8
2025-12-20,-1,wk inc rsv hosp,2025-12-13,04,quantile,0.05,8
2025-12-20,-1,wk inc rsv hosp,2025-12-13,04,quantile,0.1,8
2025-12-20,-1,wk inc rsv hosp,2025-12-13,04,quantile,0.15,8
2025-12-20,-1,wk inc rsv hosp,2025-12-13,04,quantile,0.2,8
2025-12-20,-1,wk inc rsv hosp,2025-12-13,04,quantile,0.25,8
2025-12-20,-1,wk inc rsv hosp,2025-12-13,04,quantile,0.3,8
2025-12-20,-1,wk inc rsv hosp,2025-12-13,04,quantile,0.35,8
2025-12-20,-1,wk inc rsv hosp,2025-12-13,04,quantile,0.4,8
2025-12-20,-1,wk inc rsv hosp,2025-12-13,04,quantile,0.45,8
2025-12-20,-1,wk inc rsv hosp,2025-12-13,04,quantile,0.5,8
2025-12-20,-1,wk inc rsv hosp,2025-12-13,04,quantile,0.55,8
2025-12-20,-1,wk inc rsv hosp,2025-12-13,04,quantile,0.6,8
